Ticket ID,Creation Timestamp,Channel,Category,Priority,Subject,Description
TID-5ABD5753,2024-02-16 07:37:00,Email,Product Inquiry,Low,How to export data to PDF?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-0CEDFC72,2024-11-28 15:20:00,Web,Technical Issue,Medium,File export failing for large datasets,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Samsung Galaxy S24."
TID-A95DA9C2,2024-12-19 22:00:00,Web,Technical Issue,Medium,Mobile app drains battery,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a ZIP archive file. This started happening today."
TID-CD22DA2D,2024-08-11 03:36:00,Web,Technical Issue,High,Unable to upload files - Permission Denied,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a iPhone 15 Pro."
TID-F4495F14,2024-07-06 19:49:00,Email,Technical Issue,High,File export failing for large datasets,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Samsung Galaxy S24."
TID-0B7CB2DD,2024-02-09 06:54:00,Email,Technical Issue,High,Search functionality not returning all results,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-705D6161,2024-06-29 19:45:00,Phone,Billing & Payment,Medium,Payment failed but my card was charged,I want to upgrade from the 'Pro' plan to the 'Pro' plan. How does proration work?
TID-D673C88B,2024-07-21 02:12:00,Email,Technical Issue,High,File export failing for large datasets,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Samsung Galaxy S24."
TID-009B578C,2024-09-15 18:21:00,API,Product Inquiry,Low,Data retention policy clarification,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-C8F8E5FA,2024-12-27 11:36:00,Web,General Feedback,Low,The onboarding process could be improved,Thank you for the recent performance updates. The application feels much more responsive now.
TID-8C677C9B,2024-04-02 10:34:00,Email,Technical Issue,High,API returning 503 errors,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-38B928D8,2024-11-22 05:00:00,Email,Technical Issue,High,File export failing for large datasets,"I'm trying to export a report with 10000 rows to CSV, but it times out with the error 'ERR_TIMEOUT'."
TID-BE00E96C,2024-10-03 16:18:00,Email,Technical Issue,High,Error message when saving a new project,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-D4A494FE,2024-07-28 09:58:00,Web,Product Inquiry,Low,How to export data to PDF?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-C9BFA2EC,2024-12-13 15:54:00,Email,Account Management,Low,User account locked,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'user@example.com'.
TID-81B2E83F,2024-07-28 11:56:00,Web,Billing & Payment,High,Question about my latest invoice,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-AB816BE6,2024-08-01 02:00:00,Web,Account Management,High,New user invitation link has expired,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-FFA3B686,2024-01-29 17:48:00,Web,Billing & Payment,High,Payment failed but my card was charged,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-D7590645,2024-08-08 06:14:00,Web,Billing & Payment,Medium,Question about my latest invoice,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'API Usage Fee'. Can you clarify?
TID-58D2C731,2024-02-23 14:00:00,Phone,Product Inquiry,Low,How to export data to PDF?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-DBA0C39D,2025-01-22 02:21:00,Email,General Feedback,Low,App is much faster now,The initial setup and onboarding tour was a bit overwhelming. It might be better to break it into smaller steps.
TID-D6E81536,2024-11-29 22:40:00,Email,Account Management,Low,Unable to reset password,I've tried the 'Forgot Password' link several times for username 'demo_user@example.net' but I'm not receiving the email. I checked my spam folder.
TID-07243E50,2024-12-21 07:20:00,API,Technical Issue,High,Dashboard widgets not refreshing,Our integration is failing because all calls to the /api/v2/users endpoint are returning a 503 Service Unavailable error.
TID-56C06037,2024-04-16 21:00:00,Phone,Product Inquiry,Low,Is there a mobile app?,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-21F5D3FB,2024-09-05 22:10:00,Web,Account Management,Medium,Process for transferring account ownership,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.user@example.com'?"
TID-6D7A76BE,2024-03-12 09:40:00,Email,Product Inquiry,Low,Integration with third-party calendar apps,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-EC569A2E,2024-02-23 15:45:00,Email,Account Management,Medium,User account locked,I've tried the 'Forgot Password' link several times for username 'demo_user@example.net' but I'm not receiving the email. I checked my spam folder.
TID-7A414C30,2024-02-13 00:12:00,Email,Account Management,High,Need to change the primary email,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'user@example.com'.
TID-DAB19F77,2024-02-13 00:24:00,Email,Billing & Payment,Medium,Payment failed but my card was charged,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-944605F6,2024-10-01 01:06:00,Phone,Account Management,Medium,Process for transferring account ownership,I've tried the 'Forgot Password' link several times for username 'demo_user@example.net' but I'm not receiving the email. I checked my spam folder.
TID-2E460C6C,2024-02-20 03:26:00,Email,Product Inquiry,Low,Do you offer training or webinars?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-1922A978,2024-08-05 06:20:00,API,Account Management,Medium,Process for transferring account ownership,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-1D1636FB,2024-09-16 23:33:00,Web,Product Inquiry,Low,Data retention policy clarification,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-E2E9184C,2024-08-05 08:22:00,API,Technical Issue,Low,Search functionality not returning all results,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a PDF file. This started happening today."
TID-FBFD53CF,2024-08-16 01:32:00,API,Account Management,Medium,Unable to reset password,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-26FEC3F1,2024-05-22 17:00:00,Web,Account Management,Medium,Need to change the primary email,I've tried the 'Forgot Password' link several times for username 'test@example.org' but I'm not receiving the email. I checked my spam folder.
TID-E54473D8,2024-06-13 02:10:00,API,Billing & Payment,High,How to upgrade my subscription?,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-2D862418,2024-07-18 17:16:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-890C911B,2024-04-10 01:36:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-0D9F2F22,2024-08-26 23:16:00,Phone,Billing & Payment,Medium,Question about my latest invoice,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'API Usage Fee'. Can you clarify?
TID-F4B25EC5,2024-10-30 03:05:00,Email,Billing & Payment,Medium,Received fraud alert after payment,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-17546014,2024-07-15 07:30:00,Email,Billing & Payment,Medium,Request for past invoices,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-43622A8D,2024-06-13 06:46:00,Web,Billing & Payment,Low,Incorrect amount on invoice,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-53878ACC,2024-07-15 09:20:00,Email,Technical Issue,High,Dashboard widgets not refreshing,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-FCB4E64B,2024-10-08 23:27:00,Web,Technical Issue,Medium,Dashboard widgets not refreshing,"When I try to access the reporting tool page, it takes over a minute to load. Other sites are fine."
TID-81324EAB,2024-02-23 20:30:00,Email,Product Inquiry,Low,Do you offer training or webinars?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-B12B1F9F,2024-04-10 05:20:00,Phone,Technical Issue,High,Application crashing on startup,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Ubuntu 22.04.
TID-6EB4CA83,2024-09-28 10:36:00,Web,Account Management,High,User account locked,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-635AB847,2024-06-17 00:59:00,Email,Technical Issue,High,API returning 503 errors,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a CSV file. This started happening today."
